Transaction_ID,Date,Customer_ID,Product_ID,Quantity,Price,Total,Payment_Method
833,4/12/2025,3635,P0093,6.0,657.45,3944.7,Cash
834,4/13/2025,9162,P0010,3.0,820.19,2460.57,PayPal
835,4/14/2025,3560,P0076,10.0,59.52,595.2,PayPal
836,4/15/2025,6415,P0094,5.0,912.41,4562.05,Cash
837,4/16/2025,4391,P0001,8.0,39.21,313.68,PayPal
838,4/17/2025,6951,P0005,10.0,362.41,3624.1,Credit Card
839,4/18/2025,6468,P0020,1.0,25.66,25.66,Debit Card
840,4/19/2025,9007,P0008,,86.37,431.85,PayPal
841,4/20/2025,7413,P0043,3.0,912.06,2736.18,Cash
842,4/21/2025,7941,P0076,4.0,361.31,1445.24,Debit Card
843,,5820,P0001,2.0,430.52,861.04,Cash
844,4/23/2025,3898,P0057,9.0,223.19,2008.71,Debit Card
845,4/24/2025,8546,P0064,3.0,601.12,1803.36,Debit Card
846,4/25/2025,1077,P0084,2.0,598.86,1197.72,PayPal
847,4/26/2025,8577,P0028,10.0,378.48,3784.8,Credit Card
848,4/27/2025,5227,P0037,9.0,339.7,3057.3,PayPal
849,4/28/2025,1600,P0047,7.0,886.11,6202.77,Cash
850,4/29/2025,2065,P0076,6.0,389.45,2336.7,Cash
851,4/30/2025,3136,P0037,1.0,498.57,498.57,Debit Card
852,5/1/2025,7943,P0049,5.0,290.47,1452.35,Debit Card
853,5/2/2025,8804,P0044,3.0,788.9,2366.7,Credit Card
854,5/3/2025,7565,P0056,1.0,403.47,403.47,PayPal
855,5/4/2025,6984,P0028,4.0,518.47,2073.88,Cash
856,5/5/2025,6142,P0079,2.0,260.82,521.64,Debit Card
857,5/6/2025,5670,P0006,2.0,987.78,1975.56,Credit Card
858,5/7/2025,3190,P0061,3.0,298.58,895.74,Cash
859,5/8/2025,3712,P0020,8.0,773.04,6184.32,Debit Card
860,5/9/2025,3192,P0078,8.0,433.22,3465.76,Cash
861,5/10/2025,2248,P0002,7.0,214.16,1499.12,Credit Card
862,5/11/2025,5033,P0073,6.0,801.72,4810.32,Credit Card
863,5/12/2025,2997,P0037,9.0,340.27,3062.43,Cash
864,,4687,P0020,4.0,866.54,3466.16,PayPal
865,5/14/2025,5018,P0026,1.0,916.1,916.1,Cash
866,5/15/2025,2970,P0029,8.0,861.23,6889.84,Debit Card
867,5/16/2025,9389,P0001,7.0,44.66,312.62,PayPal
868,5/17/2025,6765,P0035,7.0,789.5,5526.5,Debit Card
869,5/18/2025,2202,P0070,3.0,417.23,1251.69,Cash
870,5/19/2025,9135,P0059,4.0,874.99,3499.96,PayPal
871,5/20/2025,6567,P0069,10.0,641.57,6415.7,Debit Card
872,5/21/2025,8667,P0033,9.0,835.31,7517.79,Cash
873,5/22/2025,6742,P0051,6.0,504.44,3026.64,Cash
874,5/23/2025,6788,P0078,5.0,539.68,2698.4,PayPal
875,5/24/2025,6408,P0012,3.0,152.94,458.82,Cash
876,5/25/2025,9669,P0020,9.0,786.15,7075.35,Credit Card
877,5/26/2025,1922,P0053,5.0,425.2,2126.0,Debit Card
878,5/27/2025,1419,P0088,5.0,505.08,2525.4,Debit Card
879,,3204,P0043,4.0,787.25,3149.0,Cash
880,5/29/2025,2120,P0098,4.0,602.86,2411.44,cash
881,5/30/2025,1950,P0089,1.0,209.09,209.09,Credit Card
882,5/31/2025,3336,P0050,7.0,594.33,4160.31,PayPal
883,6/1/2025,6373,P0029,9.0,413.56,3722.04,Cash
884,6/2/2025,3243,P0057,3.0,474.83,1424.49,Cash
885,,3645,P0039,2.0,38.03,76.06,Cash
886,6/4/2025,5612,P0095,3.0,217.93,653.79,Cash
887,6/5/2025,2865,P0056,1.0,288.23,288.23,Debit Card
888,6/6/2025,7028,P0043,,715.83,4294.98,Cash
889,6/7/2025,8326,P0050,7.0,21.38,149.66,Debit Card
890,6/8/2025,7371,P0023,2.0,414.69,829.38,Cash
891,6/9/2025,7359,P0044,8.0,92479.0,739832.0,PayPal
892,6/10/2025,8863,P0038,6.0,120.76,724.56,Credit Card
893,6/11/2025,4228,P0084,4.0,521.26,2085.04,PayPal
894,6/12/2025,4719,P0023,5.0,788.66,3943.3,Cash
895,6/13/2025,3371,P0045,,943.11,7544.88,Cash
896,,3891,P0052,3.0,749.31,2247.93,Cash
897,6/15/2025,4756,P0080,3.0,723.36,2170.08,PayPal
898,6/16/2025,5225,P0050,4.0,828.22,3312.88,Cash
899,6/17/2025,1094,P0008,1.0,451.74,451.74,PayPal
900,6/18/2025,3674,P0085,9.0,807.79,7270.11,Debit Card
901,6/19/2025,7898,P0001,8.0,17.88,143.04,Credit Card
902,6/20/2025,1793,P0008,8.0,925.32,7402.56,Credit Card
903,6/21/2025,3116,P0029,10.0,448.87,4488.7,PayPal
904,6/22/2025,6779,P0096,6.0,557.85,3347.1,Debit Card
905,6/23/2025,7166,P0005,7.0,262.33,1836.31,PayPal
906,6/24/2025,1814,P0086,6.0,745.11,4470.66,Debit Card
907,6/25/2025,1345,P0047,,85.87,772.83,Cash
908,6/26/2025,9554,P0034,3.0,873.91,2621.73,Debit Card
909,6/27/2025,3443,P0065,3.0,829.84,2489.52,Debit Card
910,6/28/2025,8783,P0055,3.0,223.9,671.7,Debit Card
911,6/29/2025,1984,P0090,10.0,811.23,8112.3,Credit Card
912,6/30/2025,8790,P0043,3.0,788.49,2365.47,Debit Card
913,7/1/2025,1827,P0074,9.0,635.89,5723.01,Cash
914,7/2/2025,4531,P0030,4.0,379.78,1519.12,Cash
915,7/3/2025,8147,P0082,7.0,278.78,1951.46,Cash
916,7/4/2025,5451,P0017,9.0,239.47,2155.23,Debit Card
917,7/5/2025,4876,P0026,7.0,325.42,2277.94,PayPal
918,7/6/2025,6959,P0008,9.0,904.52,8140.68,PayPal
919,7/7/2025,1126,P0047,3.0,86.86,260.58,Cash
920,7/8/2025,4177,P0076,4.0,830.58,3322.32,Credit Card
921,7/9/2025,9795,P0091,8.0,355.4,2843.2,paypal
922,7/10/2025,7024,P0072,6.0,526.38,3158.28,Debit Card
923,,6109,P0089,5.0,796.54,3982.7,PayPal
924,7/12/2025,5146,P0046,4.0,885.53,3542.12,Cash
925,7/13/2025,8196,P0068,8.0,351.33,2810.64,Credit Card
926,7/14/2025,4368,P0033,1.0,467.23,467.23,PayPal
927,7/15/2025,4797,P0001,9.0,420.37,3783.33,PayPal
928,7/16/2025,2792,P0019,1.0,23.12,23.12,Cash
929,7/17/2025,6732,P0031,8.0,302.98,2423.84,Credit Card
930,7/18/2025,4476,P0080,4.0,464.6,1858.4,Credit Card
931,7/19/2025,4417,P0014,9.0,416.98,3752.82,Cash
932,7/20/2025,2645,P0053,5.0,724.71,3623.55,Debit Card
933,7/21/2025,4030,P0048,3.0,390.96,1172.88,PayPal
934,7/22/2025,3872,P0069,9.0,494.48,4450.32,Debit Card
935,7/23/2025,4072,P0090,9.0,435.31,3917.79,PayPal
936,7/24/2025,2854,P0062,4.0,743.22,2972.88,PayPal
937,7/25/2025,5021,P0092,4.0,,3457.36,Debit Card
938,7/26/2025,5662,P0066,8.0,536.57,4292.56,Cash
939,7/27/2025,7514,P0064,2.0,791.54,1583.08,Cash
940,7/28/2025,6031,P0070,,303.82,2734.38,PayPal
941,7/29/2025,3708,P0063,6.0,545.96,3275.76,Cash
942,7/30/2025,8112,P0073,9.0,351.78,3166.02,PayPal
943,7/31/2025,9393,P0033,8.0,420.06,3360.48,Cash
944,8/1/2025,4507,P0041,7.0,735.09,5145.63,PayPal
945,8/2/2025,7456,P0089,1.0,882.85,882.85,cash
946,,5212,P0048,3.0,130.28,390.84,Credit Card
947,8/4/2025,8970,P0013,2.0,638.29,1276.58,Debit Card
948,8/5/2025,9766,P0073,5.0,586.32,2931.6,Credit Card
949,8/6/2025,1536,P0077,5.0,127.23,636.15,Debit Card
950,8/7/2025,2625,P0031,,219.78,1098.9,Debit Card
951,8/8/2025,8973,P0075,4.0,317.89,1271.56,PayPal
952,8/9/2025,9577,P0068,5.0,175.26,876.3,Debit Card
953,8/10/2025,9070,P0098,3.0,251.29,753.87,Credit Card
954,8/11/2025,9666,P0004,1.0,274.92,274.92,Credit Card
955,8/12/2025,9609,P0019,5.0,342.32,1711.6,Cash
956,8/13/2025,7490,P0070,9.0,751.9,6767.1,Credit Card
957,8/14/2025,4600,P0098,9.0,576.19,5185.71,Cash
958,8/15/2025,7783,P0082,4.0,986.38,3945.52,Debit Card
959,8/16/2025,5971,P0013,3.0,420.59,1261.77,Credit Card
960,8/17/2025,2205,P0023,1.0,756.33,756.33,Debit Card
961,8/18/2025,2990,P0083,2.0,872.75,1745.5,Credit Card
962,8/19/2025,6299,P0075,8.0,,5457.52,Credit Card
963,8/20/2025,4572,P0001,,417.75,417.75,Cash
964,8/21/2025,6975,P0088,8.0,756.06,6048.48,Debit Card
965,,7320,P0054,7.0,211.63,1481.41,Credit Card
966,8/23/2025,5380,P0071,8.0,334.28,2674.24,pay-pal
967,8/24/2025,5757,P0089,6.0,551.22,3307.32,Debit Card
968,8/25/2025,3713,P0085,9.0,579.66,5216.94,Debit Card
969,8/26/2025,6588,P0015,3.0,31.92,95.76,Debit Card
970,8/27/2025,1966,P0065,10.0,945.66,9456.6,Cash
971,8/28/2025,5944,P0076,4.0,699.66,2798.64,PayPal
972,8/29/2025,4432,P0071,6.0,500.75,3004.5,Debit Card
973,8/30/2025,1688,P0015,8.0,933.8,7470.4,Credit Card
974,8/31/2025,5243,P0021,5.0,444.7,2223.5,Credit Card
975,9/1/2025,4701,P0019,3.0,980.63,2941.89,Cash
976,9/2/2025,9533,P0060,6.0,517.16,3102.96,Credit Card
977,9/3/2025,6182,P0093,4.0,123.14,492.56,Debit Card
978,9/4/2025,7704,P0089,9.0,767.15,6904.35,Credit Card
979,,5422,P0033,3.0,682.11,2046.33,Debit Card
980,9/6/2025,2759,P0049,4.0,775.26,3101.04,Credit Card
981,9/7/2025,3482,P0096,7.0,951.93,6663.51,PayPal
982,9/8/2025,9058,P0035,,778.72,5451.04,Cash
983,9/9/2025,1951,P0044,4.0,61522.0,246088.0,cas h
984,9/10/2025,9914,P0090,6.0,858.74,5152.44,PayPal
985,9/11/2025,3079,P0011,3.0,676.51,2029.53,PayPal
986,9/12/2025,3717,P0099,6.0,414.04,2484.24,Cash
987,9/13/2025,5524,P0072,2.0,886.76,1773.52,PayPal
988,9/14/2025,9477,P0078,8.0,229.68,1837.44,Debit Card
989,9/15/2025,8311,P0074,2.0,717.49,1434.98,CreditCard
990,9/16/2025,8186,P0066,7.0,882.75,6179.25,Cash
991,9/17/2025,3065,P0046,9.0,734.0,6606.0,PayPal
992,,1768,P0009,1.0,700.3,700.3,Debit Card
993,9/19/2025,6490,P0003,8.0,755.11,6040.88,Cash
994,9/20/2025,7645,P0085,7.0,470.4,3292.8,PayPal
995,9/21/2025,6083,P0026,6.0,875.43,5252.58,Cash
996,9/22/2025,6232,P0072,6.0,211.4,1268.4,PayPal
997,9/23/2025,6797,P0048,6.0,136.11,816.66,Cash
998,9/24/2025,5926,P0066,9.0,292.65,2633.85,Debit Card
999,9/25/2025,7016,P0070,2.0,536.26,1072.52,Debit Card
1000,9/26/2025,4335,P0028,1.0,515.46,515.46,Credit Card
